id,vintage_year,monthly_installment,loan_balance,bureau_score,num_bankrupt_iva,time_since_bankrupt,num_ccj,time_since_ccj,ccj_amount,num_bankrupt,num_iva,min_months_since_bankrupt,pl_flag,region,ltv,arrears_months,origination_date,maturity_date,repayment_type,arrears_status,arrears_segment,mob,remaining_mat,loan_term,live_status,repaid_status,month,arrears_event,bankrupt_event,term_expiry_event,worst_arrears_status,max_arrears_12m,recent_arrears_date,months_since_2mia,avg_mia_6m,max_arrears_bal_6m,max_mia_6m,avg_bal_6m,avg_bureau_score_6m,cc_util,annual_income,emp_length,months_since_recent_cc_delinq
8090820,2006,407.4,102661.08,358,0,0,0,0,0,0,0,0,1,r_l,0.8483,0,30-06-2006,30-06-2031,IO,1,1,111,189,25,1,0,9,0,0,0,1,0,,,0,0,0,102656,358,0.6819,45180,4,11
9478181,2003,105.1,7950.52,508,0,0,0,0,0,0,0,0,0,r_b,0.0392,0,26-03-2003,31-03-2023,Non-IO,1,1,150,90,20,1,0,9,0,0,0,1,0,,,0,-50000,0,8214,534,0.4837,89028,8,5
7008180,2003,1852.8,491700.66,484,0,0,0,0,0,0,0,0,0,r_c,0.5735,0,07-10-2003,31-10-2028,IO,1,1,143,157,25,1,0,9,0,0,0,1,0,,,0,0,0,491676,500,0.4747,83349,7,9
2468652,2006,319.1,56496.34,516,0,0,0,0,0,0,0,0,1,r_a,0.8286,0,24-02-2006,28-02-2041,Non-IO,1,1,115,305,35,1,0,9,0,0,0,1,0,,,0,0,0,56824,516,0.6867,76479,9,5
7903245,2004,626.8,77436.7,375,0,0,0,0,0,0,0,0,0,r_i,0.4139,0,06-07-2004,31-07-2029,Non-IO,1,1,134,166,25,1,0,9,0,0,0,1,0,,,0,-378,0,78598,386,0.3868,69942,10,12
9017146,2006,380.5,95339.02,227,0,0,0,0,0,0,0,0,1,r_l,0.8617,0,02-11-2006,30-11-2031,IO,1,1,106,194,25,1,0,9,0,0,0,1,0,,,0,-344,0,95410,218,0.5043,28523,3,3
9918876,2004,1436.78,164315.7,501,0,0,0,0,0,0,0,0,0,r_c,0.7411,0,16-07-2004,31-07-2029,Non-IO,1,1,134,166,25,1,0,9,0,0,0,1,0,,,0,0,0,166556,492,0.2719,59501,7,15
4413827,2006,685.46,75707.04,337,0,0,0,0,0,0,0,0,1,r_h,0.5555,0,29-11-2006,30-11-2027,Non-IO,1,1,106,146,21,1,0,9,0,0,0,1,0,,,0,-44,0,77042,376,0.383,40207,1,13
8316250,2007,399.93,105275.07,426,0,0,0,0,0,0,0,0,0,r_c,0.3796,0,31-01-2007,31-01-2030,IO,1,1,104,172,23,1,0,9,0,0,0,1,0,,,0,0,0,105352,492,0.4433,67114,7,9
8233390,2006,321.4,51254.48,480,0,0,0,0,0,0,0,0,1,r_g,0.7817,0,26-09-2006,30-09-2036,Non-IO,1,1,108,252,30,1,0,9,0,0,0,1,0,,,0,0,0,51662,480,0.358,36624,4,12
5777021,2006,510.2,59151.57,343,0,0,0,0,0,0,0,0,1,r_a,0.7172,0,26-09-2006,30-09-2031,Non-IO,1,1,108,192,25,1,0,9,0,0,0,1,0,,,0,-8456,0,60106,468,0.6182,64204,6,8
2164353,2005,774.6,195621.21,286,0,0,0,0,0,0,0,0,1,r_f,0.6203,0,14-12-2005,31-12-2015,IO,1,1,117,3,10,1,0,9,0,0,1,1,0,,,0,0,0,195612,286,0.9143,40124,1,6
3960283,2005,373.8,58412.43,399,0,0,0,0,0,0,0,0,1,r_a,0.7168,0,01-11-2005,30-11-2035,Non-IO,1,1,118,242,30,1,0,9,0,0,0,1,0,,,0,0,0,58904,446,0.5384,42904,3,7
5408292,2003,415.8,30729.11,431,0,0,0,0,0,0,0,0,0,r_a,0.2447,0,26-02-2003,28-02-2023,Non-IO,1,1,151,89,20,1,0,9,0,0,0,1,0,,,0,0,0,31770,432,0.3608,87571,4,14
9260131,2004,390.5,103197.5,486,0,0,0,0,0,0,0,0,0,r_a,0.6885,0,06-04-2004,30-04-2024,IO,1,1,137,103,20,1,0,9,0,0,0,1,0,,,0,-36,0,103192,480,0.1849,78409,7,13
8173037,2005,769.3,193832.59,382,0,0,0,0,0,0,0,0,0,r_f,0.499,0,04-02-2005,29-02-2028,IO,1,1,127,149,23,1,0,9,0,0,0,2,1,,,0,770,2,193936,328,0.5134,61781,5,2
1522866,2004,151.9,18684.83,535,0,0,0,0,0,0,0,0,0,r_m,0.1197,0,30-06-2004,30-06-2029,Non-IO,1,1,135,165,25,1,0,9,0,0,0,1,0,,,0,0,0,18968,520,0.3536,54010,2,14
7547033,2005,388.05,69737.99,513,0,0,0,0,0,0,0,0,0,r_e,0.1894,0,30-11-2005,30-11-2040,Non-IO,1,1,118,302,35,1,0,9,0,0,0,1,0,,,0,-36,0,70170,514,0.3205,73715,7,14
4062548,2005,564.36,72967.24,365,0,0,0,0,0,0,0,0,1,r_i,0.5925,0,10-11-2005,30-11-2030,Non-IO,1,1,118,182,25,1,0,9,0,0,0,1,0,,,0,-396,0,73912,322,0.2858,41003,1,13
8302688,2006,456.1,59637.97,457,0,0,0,0,0,0,0,0,1,r_e,0.3032,0,26-01-2006,31-01-2031,Non-IO,1,1,116,184,25,1,0,9,0,0,0,1,0,,,0,0,0,60398,452,0.6201,59253,6,11
4563110,2007,441.6,111291.77,547,0,0,0,0,0,0,0,0,1,r_h,0.9048,0,16-05-2007,31-05-2032,IO,1,1,100,200,25,1,0,9,0,0,0,1,0,,,0,0,0,111286,560,0.4993,101617,5,11
6833595,2007,390.69,70579.11,492,0,0,0,0,0,0,0,0,1,r_c,0.8593,0,11-05-2007,31-05-2042,Non-IO,1,1,100,320,35,1,0,9,0,0,0,1,0,,,0,0,0,70960,540,0.4591,63775,7,10
7717508,2007,791.23,141663.42,150,0,0,0,0,0,0,0,0,1,r_d,0.7204,0,01-03-2007,31-03-2042,Non-IO,1,1,102,318,35,1,0,9,0,0,0,1,0,,,0,-8,0,142442,70,0.3728,92262,4,12
5376115,2006,1050.65,168761.52,520,0,0,0,0,0,0,0,0,0,r_f,0.2777,0,22-06-2006,30-06-2036,Non-IO,1,1,111,249,30,1,0,9,0,0,0,1,0,,,0,0,0,170194,520,0.6649,45832,3,11
1999789,2007,213.41,46036.91,483,0,0,0,0,0,0,0,0,0,r_c,0.4986,0,01-05-2007,31-05-2027,IO,1,1,100,140,20,1,0,9,0,0,0,1,0,,,0,-26,0,46034,458,0.356,80309,6,11
3980554,2006,469.6,73541.33,279,0,0,0,0,0,0,0,0,1,r_c,0.7818,0,27-07-2006,31-07-2036,Non-IO,1,1,110,250,30,1,0,9,0,0,0,1,0,,,0,-546,0,74206,242,0.4087,64102,4,10
6245131,2003,291.36,33773.52,321,0,0,0,0,0,0,0,0,1,r_l,0.3834,0,02-09-2003,30-09-2028,Non-IO,1,1,144,156,25,1,0,9,0,0,0,1,0,,,0,-174,0,34318,236,0.6039,64145,7,5
7494145,2006,1603.09,199196.62,392,0,0,0,0,0,0,0,0,0,r_b,0.562,0,10-11-2006,30-11-2029,Non-IO,1,1,106,170,23,1,0,9,0,0,0,1,0,,,0,-410,0,202240,382,0.331,50247,4,12
5883481,2007,753.51,94039.58,493,0,0,0,0,0,0,0,0,1,r_e,0.2608,0,21-02-2007,28-02-2030,Non-IO,1,1,103,173,23,1,0,9,0,0,0,1,0,,,0,0,0,95358,464,0.554,68986,5,11
9575212,2006,829.06,142915.89,253,0,0,0,0,0,0,0,0,0,r_h,0.8791,0,21-12-2006,31-12-2031,Non-IO,1,1,105,195,25,1,0,9,0,0,0,1,0.978865763,,,0,792,0,141686,308,0.2795,63013,10,14
2254474,2006,1227.05,183326.56,104,0,0,0,0,0,0,0,0,0,r_f,0.4945,0,13-11-2006,30-11-2036,Non-IO,1,1,106,254,30,1,0,9,0,0,0,1,0,,,0,-29576,0,187518,182,0.4612,89287,6,9
8312387,2004,375.5,56709.66,257,1,55,1,55,0,0,1,0,0,r_h,0.4281,0,25-02-2004,28-02-2034,Non-IO,1,1,139,221,30,1,0,9,0,0,0,1,0.374300932,,,0,-8,0,57224,258,0.435,77955,7,10
4037884,2005,1086.5,98142.33,273,0,0,0,0,0,0,0,0,0,r_f,0.2423,0,22-08-2005,31-08-2025,Non-IO,1,1,121,119,20,1,0,9,0,0,0,2,1,,,0,1086,2,100724,194,0.3204,75645,5,12
6487937,2005,736.23,132297.37,530,0,0,0,0,0,0,0,0,0,r_a,0.7192,0,21-12-2005,31-12-2040,Non-IO,1,1,117,303,35,1,0,9,0,0,0,1,0,,,0,0,0,133118,506,0.3873,45015,1,15
4965420,2006,790.15,50261.85,467,0,0,0,0,0,0,0,0,0,r_f,0.1545,0,28-11-2006,30-11-2021,Non-IO,1,1,106,74,15,1,0,9,0,0,0,1,0,,,0,-2,0,52348,478,0.4986,52205,2,8
1311707,2007,477.61,126193.46,483,0,0,0,0,0,0,0,0,0,r_h,0.6311,0,01-02-2007,29-02-2016,IO,1,1,103,5,9,1,0,9,0,0,1,1,0,,,0,0,0,126194,486,0.7789,28364,3,2
4693105,2006,862.9,107815.73,200,0,0,0,0,0,0,0,0,1,r_a,0.7102,0,17-01-2006,31-01-2030,Non-IO,1,1,116,172,24,1,0,9,0,0,0,1,0,,,0,-44,0,109436,236,0.3545,61412,6,14
3765602,2006,331.5,58357.92,240,0,0,2,27,19726,0,0,0,1,r_e,0.3441,0,18-07-2006,31-07-2041,Non-IO,1,1,110,310,35,1,0,9,0,0,0,1,0.622111614,,,0,198,0,58770,218,0.2166,85565,6,18
8778618,2007,538.5,134994.09,468,0,0,0,0,0,0,0,0,1,r_c,0.956,0,06-03-2007,31-03-2030,IO,1,1,102,174,23,1,0,9,0,1,0,1,0,,,0,0,0,134990,474,0.8899,41582,4,5
4340449,2005,1093.48,144986.97,305,1,51,1,51,0,0,1,0,0,r_d,0.5796,0,19-12-2005,31-12-2030,Non-IO,1,1,117,183,25,1,0,9,0,0,0,1,0,,,0,0,0,146940,302,0.6028,60291,11,11
5388629,2007,1077.21,279671.98,302,0,0,0,0,0,0,0,0,0,r_d,0.7534,0,19-04-2007,30-04-2027,IO,1,1,101,139,20,1,0,9,0,0,0,1,0,,,0,-6638,0,280682,314,0.1889,80853,11,15
6841370,2006,196.48,216308.97,316,0,0,0,0,0,0,0,0,0,r_b,0.8327,0,09-06-2006,30-06-2031,IO,1,1,111,189,25,1,0,9,0,0,0,1,0,,,0,-696,0,216306,316,0.4585,70645,8,2
6774137,2006,438.87,115955.92,476,0,0,0,0,0,0,0,0,0,r_f,0.2851,0,27-11-2006,30-11-2024,IO,1,1,106,110,18,1,0,9,0,0,0,1,0,,,0,0,0,115956,486,0.2794,65773,8,10
4967902,2007,323.1,81095.99,138,0,0,0,0,0,0,0,0,0,r_c,0.829,0,22-01-2007,31-01-2030,IO,1,1,104,172,23,1,0,9,1,0,0,2,2,31-12-2014,9,0,0,0,81086,138,0.7357,86142,5,6
9316911,2006,316.6,80918,187,0,0,2,2,4129,0,0,0,1,r_l,0.8329,0,21-08-2006,31-08-2041,IO,1,1,109,311,35,1,0,9,0,1,0,2,1,,,0,0,0,80894,226,1.0116,79763,3,11
8560498,2006,363.55,91222.12,520,0,0,0,0,0,0,0,0,1,r_b,0.777,0,04-01-2006,31-01-2018,IO,1,1,116,28,12,1,0,9,0,0,0,1,0,,,0,0,0,91224,534,0.2779,40164,5,14
4895374,2006,2.18,4.25,486,0,0,0,0,0,0,0,0,0,r_e,0.2865,0,15-12-2006,31-12-2015,Non-IO,1,1,105,3,9,1,0,9,0,0,0,1,0,,,0,-26692,0,12,550,0.5247,54585,3,3
1364389,2005,421.8,65829.19,533,0,0,0,0,0,0,0,0,1,r_e,0.4478,0,14-12-2005,31-12-2035,Non-IO,1,1,117,243,30,1,0,9,0,0,0,1,0,,,0,0,0,66384,532,0.6748,76491,10,4
6812584,2005,524.4,64392.66,337,0,0,0,0,0,0,0,0,1,r_i,0.5767,0,13-09-2005,30-09-2029,Non-IO,1,1,120,168,24,1,0,9,0,0,0,1,0,,,0,0,0,65324,312,0.4754,66774,3,6
9503022,2003,955.9,124062.54,497,0,0,0,0,0,0,0,0,0,r_d,0.5365,0,29-07-2003,31-07-2030,Non-IO,1,1,146,178,27,1,0,9,0,0,0,1,0,,,0,-12,0,125754,498,0.2573,68212,5,13
1873268,2004,587.5,155845.94,494,0,0,0,0,0,0,0,0,0,r_f,0.5884,0,26-02-2004,28-02-2029,IO,1,1,139,161,25,1,0,9,0,0,0,1,0,,,0,0,0,155838,516,0.3253,61170,10,13
3802837,2006,886.44,234224.72,518,0,0,0,0,0,0,0,0,0,r_f,0.6214,0,16-10-2006,31-10-2031,IO,1,1,107,193,25,1,0,9,0,0,0,1,0,,,0,0,0,234226,498,0.6136,53239,3,5
5273010,2006,664.9,167040.36,299,0,0,1,29,937,0,0,0,1,r_d,0.7699,0,15-03-2006,31-03-2031,IO,1,1,114,186,25,1,0,9,0,0,0,1,0,,,0,0,0,167030,296,0.5856,49800,4,6
7400830,2005,543.6,84858.31,361,0,0,0,0,0,0,0,0,1,r_c,0.6642,0,09-12-2005,31-12-2035,Non-IO,1,1,117,243,30,1,0,9,0,1,0,1,0,,,0,0,0,85574,414,0.7503,37476,3,6
6139264,2005,304.96,24294.98,431,0,0,0,0,0,0,0,0,0,r_e,0.2464,0,26-08-2005,31-08-2023,Non-IO,1,1,121,95,18,1,0,9,0,0,0,1,0,,,0,0,0,25032,456,0.4612,86050,9,6
5818222,2005,432.6,65648.82,462,0,0,0,0,0,0,0,0,1,r_e,0.3615,0,21-03-2005,31-03-2035,Non-IO,1,1,126,234,30,1,0,9,0,0,0,1,0,,,0,0,0,66238,436,0.805,81541,12,6
6391257,2005,376.3,49012.66,448,0,0,0,0,0,0,0,0,1,r_i,0.6287,0,30-12-2005,31-12-2030,Non-IO,1,1,117,183,25,1,0,9,0,0,0,1,0,,,0,0,0,49642,426,0.3747,65910,11,15
1226047,2006,113.12,105226.48,283,0,0,0,0,0,0,0,0,0,r_c,0.6498,0,27-02-2006,28-02-2031,IO,1,1,115,185,25,1,0,9,1,0,0,1,0,,,0,0,0,105220,284,0.7611,58781,9,8
8954583,2006,1416,252515.93,548,0,0,0,0,0,0,0,0,0,r_f,0.2101,0,25-09-2006,30-09-2031,Non-IO,1,1,108,192,25,1,0,9,0,0,0,1,0,,,0,-100000,0,256772,542,0.7549,70119,4,5
4656434,2006,438.56,58927.92,380,0,0,0,0,0,0,0,0,0,r_h,0.5743,0,29-06-2006,30-06-2031,Non-IO,1,1,111,189,25,1,0,9,0,0,0,1,0,,,0,-438,0,59672,308,0.4942,64037,7,4
1867261,2006,535.7,135563.16,319,0,0,0,0,0,0,0,0,1,r_b,0.7667,0,23-10-2006,31-10-2030,IO,1,1,107,181,24,1,0,9,0,0,0,1,0,,,0,-78,0,135546,310,0.3154,58800,11,17
6566063,2004,184.6,22598.91,520,0,0,0,0,0,0,0,0,0,r_i,0.4352,0,14-05-2004,31-05-2029,Non-IO,1,1,136,164,25,1,0,9,0,0,0,1,0,,,0,-114,0,22944,520,0.1821,63273,8,13
6268667,2005,240.82,60852.78,472,0,0,0,0,0,0,0,0,1,r_e,0.3417,0,01-12-2005,31-12-2030,IO,1,1,117,183,25,1,0,9,0,0,0,1,0,,,0,0,0,60848,478,0.234,68634,8,11
5839656,2005,438.4,68420.09,267,0,0,0,0,0,0,0,0,1,r_g,0.7839,0,07-12-2005,31-12-2035,Non-IO,1,1,117,243,30,1,0,9,0,0,0,1,0,,,0,-150,0,68996,320,0.7588,89405,10,9
3228400,2006,352.5,39302.52,553,0,0,0,0,0,0,0,0,1,r_i,0.5313,0,22-12-2006,31-12-2027,Non-IO,1,1,105,147,21,1,0,9,0,0,0,1,0,,,0,0,0,39984,552,0.5526,52339,4,7
6152758,2006,304.7,48729.26,437,0,0,0,0,0,0,0,0,1,r_i,0.6499,1,07-07-2006,31-07-2036,Non-IO,2,2,110,250,30,1,0,9,0,0,0,2,1,,,0,304,2,48970,356,0.3388,72037,7,11
4695342,2006,375.32,99163.59,344,0,0,0,0,0,0,0,0,0,r_i,0.779,0,15-11-2006,30-11-2029,IO,1,1,106,170,23,1,0,9,0,0,0,1,0,,,0,-196,0,99164,328,0.5072,80048,6,9
3924150,2007,1651.75,436667.88,568,0,0,0,0,0,0,0,0,0,r_d,0.7452,0.985651582,06-02-2007,29-02-2032,IO,2,1,103,197,25,1,0,9,0,0,0,1,0.99049493,,,0,1618,0,436590,556,0.1822,73420,5,11
6924995,2003,308,83712.11,377,1,59,1,59,0,0,1,0,1,r_e,0.4275,0,24-11-2003,30-11-2027,IO,1,1,142,146,24,1,0,9,0,0,0,1,0,,,0,-6,0,83624,378,0.6038,47199,3,7
9926429,2003,279.89,73938.5,522,0,0,0,0,0,0,0,0,0,r_e,0.3031,0,18-11-2003,30-11-2028,IO,1,1,142,158,25,1,0,9,0,0,0,1,0,,,0,0,0,73940,450,0.4316,37500,5,4
7513226,2004,460.25,396914.75,426,0,0,0,0,0,0,0,0,0,r_d,0.5553,0,17-02-2004,28-02-2026,IO,1,1,139,125,22,1,0,9,0,0,0,1,0,,,0,-2620,0,396916,468,0.4953,41865,2,7
4115929,2007,468.35,123768.22,478,0,0,0,0,0,0,0,0,0,r_b,0.7381,0,01-05-2007,31-05-2032,IO,1,1,100,200,25,1,0,9,0,0,0,1,0,,,0,-488,0,123768,476,0.71,75209,9,2
4917538,2006,530.3,69840.91,287,1,71,1,71,0,0,1,0,1,r_i,0.4928,0,22-03-2006,31-03-2031,Non-IO,1,1,114,186,25,1,0,9,0,0,0,1,0,,,0,0,0,70718,308,0.6463,43211,2,9
5066625,2007,459.98,82808.34,473,0,0,0,0,0,0,0,0,1,r_e,0.2088,0,03-04-2007,30-04-2042,Non-IO,1,1,101,319,35,1,0,9,0,0,0,1,0,,,0,0,0,83262,472,0.4214,93831,7,13
5328650,2006,340.8,54206.9,443,0,0,0,0,0,0,0,0,1,r_g,0.7716,0,16-08-2006,31-08-2036,Non-IO,1,1,109,251,30,1,0,9,0,0,0,1,0,,,0,-172,0,54642,420,0.509,78095,8,6
3906439,2005,475.8,61791.22,321,0,0,0,0,0,0,0,0,1,r_c,0.6267,0,29-11-2005,30-11-2030,Non-IO,1,1,118,182,25,1,0,9,0,0,0,1,0,,,0,-22,0,62584,300,0.1953,60248,10,12
2840166,2005,136.21,7173.43,537,0,0,0,0,0,0,0,0,0,r_e,0.4434,0,21-09-2005,30-09-2020,Non-IO,1,1,120,60,15,1,0,9,0,0,0,1,0,,,0,-38026,0,7552,516,0.881,91222,6,4
1951918,2004,472.1,56699.07,450,0,0,0,0,0,0,0,0,1,r_e,0.4019,0,21-06-2004,30-06-2029,Non-IO,1,1,135,165,25,1,0,9,0,0,0,1,0,,,0,-1178,0,57132,462,0.2338,90198,9,12
8309816,2006,354.19,47780.51,497,0,0,0,0,0,0,0,0,1,r_i,0.678,0,16-11-2006,30-11-2031,Non-IO,1,1,106,194,25,1,0,9,0,0,0,1,0,,,0,0,0,48350,514,0.3764,59228,9,11
1178412,2005,620.4,78368.66,334,0,0,0,0,0,0,0,0,1,r_f,0.3585,0,11-04-2005,30-04-2030,Non-IO,1,1,125,175,25,1,0,9,0,0,0,1,0,,,0,0,0,79440,432,0.3355,79411,8,13
7017972,2007,733.09,98112.03,313,0,0,0,0,0,0,0,0,0,r_d,0.3751,0,30-05-2007,31-05-2031,Non-IO,1,1,100,188,24,1,0,9,0,0,0,1,0,,,0,0,0,99370,372,0.4065,63735,11,12
2452128,2005,532.6,62308.85,280,0,0,1,28,3967,0,0,0,1,r_c,0.6974,0,19-04-2005,30-04-2035,Non-IO,1,1,125,235,30,1,0,9,0,0,0,1,0,,,0,-8,0,63302,248,0.3806,40688,3,14
4212993,2006,1044.6,186807.26,399,0,0,0,0,0,0,0,0,0,r_d,0.5858,0,02-11-2006,30-11-2041,Non-IO,1,1,106,314,35,1,0,9,0,0,0,1,0,,,0,0,0,187834,442,0.2963,41723,3,9
5738108,2007,968,157180.52,359,0,0,0,0,0,0,0,0,1,r_c,0.8885,0,08-05-2007,31-05-2037,Non-IO,1,1,100,260,30,1,0,9,0,0,0,1,0,,,0,0,0,158370,402,0.5818,72981,7,7
4936189,2007,127.78,33760.47,515,0,0,0,0,0,0,0,0,0,r_i,0.5778,0,04-01-2007,31-01-2032,IO,1,1,104,196,25,1,0,9,0,0,0,1,0,,,0,-14,0,33760,520,0.7742,46993,2,4
1498681,2006,835.4,8162.47,417,0,0,0,0,0,0,0,0,0,r_i,0.0818,0,31-08-2006,31-08-2016,Non-IO,1,1,109,11,10,1,0,9,0,0,0,1,0.922073258,,,0,770,0,11068,398,0.6936,47000,2,9
2567135,2006,751.74,198581.41,523,0,0,0,0,0,0,0,0,0,r_d,0.7613,0,10-01-2006,31-01-2031,IO,1,1,116,184,25,1,0,9,0,0,0,1,0,,,0,0,0,198584,526,0.6025,80374,5,6
5943199,2006,187.16,48420.85,358,0,0,0,0,0,0,0,0,0,r_i,0.4356,0,29-08-2006,31-08-2031,IO,1,1,109,191,25,1,0,9,0,0,0,1,0,,,0,-1934,0,48556,350,0.2541,29287,4,14
1694636,2005,1010.56,127118.8,379,0,0,0,0,0,0,0,0,1,r_f,0.3649,0,12-04-2005,30-04-2030,Non-IO,1,1,125,175,25,1,0,9,0,0,0,1,0,,,0,0,0,128864,366,0.8677,81899,8,9
3814618,2007,1649.49,229483.92,519,0,0,0,0,0,0,0,0,0,r_h,0.6214,0,03-04-2007,30-04-2032,Non-IO,1,1,101,199,25,1,0,9,0,0,0,1,0,,,0,-10054,0,232200,546,0.2778,79937,8,12
8201990,2007,547.97,143768.57,535,0,0,0,0,0,0,0,0,0,r_l,0.778,0,04-05-2007,31-05-2027,IO,1,1,100,140,20,1,0,9,0,0,0,1,0,,,0,-1000,0,143782,550,0.2078,85364,4,15
7414765,2007,1595.66,197350.08,434,0,0,0,0,0,0,0,0,1,r_b,0.7261,0,22-01-2007,31-01-2030,Non-IO,1,1,104,172,23,1,0,9,0,0,0,1,0,,,0,0,0,200164,472,0.5661,53414,4,11
1485615,2006,765.06,114981.72,381,0,0,0,0,0,0,0,0,0,r_c,0.6687,0,22-05-2006,31-05-2034,Non-IO,1,1,112,224,28,1,0,9,0,0,0,1,0,,,0,-10,0,116130,422,0.3908,62072,10,12
2879376,2005,69.63,88894.31,525,0,0,0,0,0,0,0,0,0,r_b,0.5085,0,15-09-2005,30-09-2035,IO,1,1,120,240,30,1,0,9,0,0,0,1,0,,,0,0,0,88894,530,0.5442,68087,8,10
5564703,2006,583.96,153875.45,424,0,0,0,0,0,0,0,0,0,r_d,0.776,0,14-06-2006,30-06-2036,IO,1,1,111,249,30,1,0,9,0,0,0,1,0,,,0,-148,0,154130,312,0.3175,50532,3,13
4580546,2006,836.09,220922.49,489,0,0,0,0,0,0,0,0,0,r_f,0.2998,0,05-10-2006,31-10-2021,IO,1,1,107,73,15,1,0,9,0,0,0,1,0,,,0,-38,0,220924,482,0.4414,59692,5,12
7756606,2006,1185.45,313951.71,280,0,0,0,0,0,0,0,0,0,r_f,0.5535,0,18-12-2006,31-12-2031,IO,1,1,105,195,25,1,0,9,0,0,0,1,0.312876967,,,0,0,0,313926,270,0.6365,39407,4,4
8854598,2007,1383.88,128800.11,509,0,0,0,0,0,0,0,0,0,r_d,0.5166,0,23-05-2007,31-05-2025,Non-IO,1,1,100,116,18,1,0,9,0,0,0,1,0,,,0,0,0,131918,498,0.4759,52001,1,5
8512284,2006,315.4,79853.11,516,0,0,0,0,0,0,0,0,1,r_h,0.8007,0,13-01-2006,31-01-2041,IO,1,1,116,304,35,1,0,9,0,0,0,1,0,,,0,-28,0,79846,570,0.4743,55632,7,3
6312161,2006,400.3,64234.93,406,0,0,0,0,0,0,0,0,1,r_c,0.745,0.169422933,29-09-2006,30-09-2036,Non-IO,2,1,108,252,30,1,0,9,0,0,0,1,0.169422933,,,0,68,0,64400,436,0.4608,71373,8,9
9417958,2005,712.34,126864.79,572,0,0,0,0,0,0,0,0,0,r_c,0.7251,0,12-07-2005,31-07-2040,Non-IO,1,1,122,298,35,1,0,9,0,0,0,1,0,,,0,-430,0,127670,596,0.6927,68817,8,6
1761626,2006,368.63,405837.52,493,0,0,0,0,0,0,0,0,0,r_f,0.5695,0,13-06-2006,30-06-2026,IO,1,1,111,129,20,1,0,9,0,0,0,1,0,,,0,0,0,405834,574,0.3797,34054,4,11
8710841,2005,580.3,100608.41,260,0,0,3,60,3298,0,0,0,1,r_d,0.6088,0,09-02-2005,29-02-2040,Non-IO,1,1,127,293,35,1,0,9,0,0,0,1,0,,,0,-710,0,101232,276,0.75,80760,8,5
6082294,2006,527.87,139486.19,405,1,80,1,80,0,0,0,0,0,r_c,0.6723,0,31-05-2006,31-05-2026,IO,1,1,112,128,20,1,0,9,0,0,0,1,0,,,0,0,0,139486,406,0.2785,80226,10,15
5259559,2006,332.4,43554.96,474,0,0,0,0,0,0,0,0,1,r_i,0.5852,0,09-03-2006,31-03-2031,Non-IO,1,1,114,186,25,1,0,9,0,0,0,1,0,,,0,0,0,44108,450,0.515,62371,7,9
1181435,2005,377.72,99781.14,416,0,0,0,0,0,0,0,0,0,r_f,0.2187,0,04-10-2005,31-10-2016,IO,1,1,119,13,11,1,0,9,0,0,0,1,0,,,0,-660,0,99782,460,0.2876,70920,8,14
7578562,2006,247,61770.93,257,0,0,0,0,0,0,0,0,1,r_a,0.927,0,21-08-2006,31-08-2030,IO,1,1,109,179,24,1,0,9,0,0,0,1,0,,,0,-504,0,61772,242,0.8029,65062,3,11
1624769,2006,416.3,51976.09,361,0,0,0,0,0,0,0,0,1,r_g,0.7274,0,26-06-2006,30-06-2029,Non-IO,1,1,111,165,23,1,0,9,0,0,0,2,2.937112659,30-11-2014,10,0,-10,0,52776,352,0.2351,38000,1,16
9722445,2007,413.3,55826.48,528,0,0,0,0,0,0,0,0,1,r_e,0.2663,0,27-02-2007,29-02-2032,Non-IO,1,1,103,197,25,1,0,9,0,0,0,1,0,,,0,-1432,0,56538,528,0.627,36513,5,3
8484511,2006,422.39,55776.99,503,0,0,0,0,0,0,0,0,1,r_i,0.6111,0,11-05-2006,31-05-2031,Non-IO,1,1,112,188,25,1,0,9,0,0,0,1,0,,,0,0,0,56474,482,0.3851,33787,6,12
2918843,2006,103.81,125833.35,552,0,0,0,0,0,0,0,0,0,r_b,0.1376,0,25-09-2006,30-09-2026,IO,1,1,108,132,20,1,0,9,0,0,0,1,0,,,0,-50000,0,125832,560,0.3732,53323,3,16
1245245,2006,486.57,77774.74,517,0,0,0,0,0,0,0,0,1,r_i,0.6704,0,22-12-2006,31-12-2036,Non-IO,1,1,105,255,30,1,0,9,0,0,0,1,0,,,0,0,0,78390,546,0.5294,57084,6,9
5883692,2005,0.01,1.01,454,0,0,0,0,0,0,0,0,0,r_i,0.3352,0,30-06-2005,30-06-2030,Non-IO,1,1,123,177,25,1,0,9,0,0,0,1,0,,,0,-47946,0,2,462,0.7271,82772,4,10
1797660,2006,581,71469.07,231,0,0,1,26,1256,0,0,0,0,r_b,0.5146,0,03-07-2006,31-07-2029,Non-IO,1,1,110,166,23,1,0,9,0,0,0,1,0,,,0,0,0,72550,202,0.6529,46239,3,3
9530565,2006,717.65,130132.88,382,0,0,0,0,0,0,0,0,0,r_d,0.5558,0,02-05-2006,31-05-2041,Non-IO,1,1,112,308,35,1,0,9,0,0,0,1,0,,,0,0,0,130916,382,0.622,90676,11,9
2164026,2004,47.57,4145.81,425,0,0,0,0,0,0,0,0,0,r_f,0.0088,0,09-07-2004,31-07-2024,Non-IO,1,1,134,106,20,1,0,9,0,0,0,1,0,,,0,-55656,0,4256,426,0.669,70470,6,10
